종목코드,공시등급,공시성격,해당공시,공시일자,최근공시일
001510,6,공시 위반,풍문또는보도에대한해명(미확정),2026-07-22,2026-08-14
298000,6,공시 위반,풍문또는보도에대한해명(미확정),2026-07-22,2026-08-28
006220,6,공시 위반,불성실공시법인지정,2026-07-21,2026-08-14
047810,6,공시 위반,풍문또는보도에대한해명(미확정),2026-07-16,2026-09-04
383220,6,공시 위반,풍문또는보도에대한해명(미확정),2026-07-15,2026-08-14
004780,6,공시 위반,불성실공시법인지정예고              (공시불이행),2026-07-15,2026-08-14
018500,6,공시 위반,불성실공시법인지정,2026-07-13,2026-08-14
293480,6,공시 위반,[기재정정]불성실공시법인지정,2026-07-03,2026-08-14
396690,6,공시 위반,불성실공시법인지정,2026-07-03,2026-08-14
074610,6,공시 위반,불성실공시법인지정,2026-07-03,2026-08-25
023530,6,공시 위반,풍문또는보도에대한해명,2026-07-01,2026-09-03
161890,6,공시 위반,풍문또는보도에대한해명(미확정),2026-07-01,2026-09-01
241590,6,공시 위반,불성실공시법인지정,2026-06-30,2026-08-13
005610,6,공시 위반,불성실공시법인지정,2026-06-30,2026-08-21
034230,6,공시 위반,불성실공시법인지정,2026-06-30,2026-09-02
000400,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-29,2026-08-31
373200,6,공시 위반,불성실공시법인지정              (공시불이행),2026-06-29,2026-08-14
214370,6,공시 위반,"불성실공시법인지정              (공시번복 1건, 공시변경 1건)",2026-06-29,2026-08-14
003070,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-26,2026-09-04
080010,6,공시 위반,불성실공시법인지정예고              (공시변경),2026-06-25,2026-08-14
005680,6,공시 위반,불성실공시법인지정,2026-06-24,2026-08-14
003620,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-24,2026-09-01
083790,6,공시 위반,불성실공시법인지정              (공시변경),2026-06-24,2026-09-02
085620,6,공시 위반,풍문또는보도에대한해명,2026-06-19,2026-08-31
329180,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-19,2026-08-31
006040,6,공시 위반,불성실공시법인지정예고,2026-06-18,2026-09-02
035420,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-18,2026-09-01
051900,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-18,2026-09-01
000150,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-15,2026-08-31
034730,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-15,2026-08-27
465770,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-12,2026-08-31
452260,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-11,2026-08-31
083660,6,공시 위반,불성실공시법인지정              (공시변경),2026-06-11,2026-08-31
101360,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-11,2026-08-14
005490,6,공시 위반,불성실공시법인지정예고,2026-06-10,2026-09-02
096770,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-10,2026-09-02
185750,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-10,2026-08-28
082740,6,공시 위반,풍문또는보도에대한해명,2026-06-10,2026-08-31
016380,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-09,2026-08-31
001390,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-09,2026-08-28
151860,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-09,2026-08-27
035600,6,공시 위반,풍문또는보도에대한해명(미확정),2026-06-09,2026-08-28
011090,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-04,2026-09-04
006980,5,실적·계약,주요사항보고서(회사합병결정),2026-09-04,2026-09-04
002020,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-09-04,2026-09-04
036530,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정)(자회사의 주요경영사항),2026-09-04,2026-09-04
064960,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-09-04,2026-09-04
079550,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-04,2026-09-04
336260,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
092870,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
376270,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
212560,5,실적·계약,주요사항보고서(주식교환ㆍ이전결정),2026-09-04,2026-09-04
429270,5,실적·계약,주요사항보고서(유상증자결정),2026-09-04,2026-09-04
294630,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
082270,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-04,2026-09-04
026910,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-04,2026-09-04
302430,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
011560,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-09-04,2026-09-04
079810,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-09-04,2026-09-04
108230,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
098070,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
036190,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
083640,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-04,2026-09-04
115180,5,실적·계약,주요사항보고서(유상증자결정),2026-09-04,2026-09-04
042940,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-04,2026-09-04
007460,5,실적·계약,주요사항보고서(유상증자결정)(자회사의 주요경영사항),2026-09-03,2026-09-03
003060,5,실적·계약,주요사항보고서(유상증자결정),2026-09-03,2026-09-03
267850,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
002990,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
010960,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
002460,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
012170,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
114090,5,실적·계약,영업(잠정)실적(공정공시),2026-09-03,2026-09-03
073490,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-03,2026-09-03
027040,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-03,2026-09-03
900290,5,실적·계약,[첨부정정]주요사항보고서(유상증자결정),2026-09-03,2026-09-03
277880,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-09-03,2026-09-03
007110,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
060980,5,실적·계약,단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-09-02,2026-09-02
014790,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
100840,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
300080,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
213420,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-09-02,2026-09-02
493330,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
086520,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-09-02,2026-09-02
247540,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-02,2026-09-04
389260,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-09-02,2026-09-02
290650,5,실적·계약,[기재정정]주요사항보고서(유무상증자결정),2026-09-02,2026-09-02
094820,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-09-02,2026-09-02
469750,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-09-02,2026-09-04
475460,5,실적·계약,주요사항보고서(무상증자결정),2026-09-02,2026-09-03
083650,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
090470,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-02,2026-09-02
027410,5,실적·계약,주요사항보고서(회사합병결정)(자회사의 주요경영사항)              (소규모합병),2026-09-01,2026-09-01
005880,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
021820,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변경,2026-09-01,2026-09-01
000100,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
126720,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
000270,5,실적·계약,영업(잠정)실적(공정공시),2026-09-01,2026-09-02
032350,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-09-01,2026-09-01
097230,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
012200,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-01,2026-09-01
028100,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
047040,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
009150,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
013360,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
064290,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
368770,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
045660,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
021320,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-09-01,2026-09-01
126600,5,실적·계약,주요사항보고서(회사합병결정),2026-09-01,2026-09-01
066980,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-09-01,2026-09-01
321370,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
320000,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-01,2026-09-01
347700,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
255220,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-09-01,2026-09-01
046390,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
012210,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
383310,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
464080,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
220100,5,실적·계약,[기재정정]주요사항보고서(유무상증자결정),2026-09-01,2026-09-04
418420,5,실적·계약,단일판매ㆍ공급계약체결,2026-09-01,2026-09-01
267270,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-08-31,2026-08-31
028260,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-31,2026-09-04
006840,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-08-31,2026-08-31
028050,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
161000,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-08-31,2026-08-31
009190,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-31,2026-09-03
071970,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
075180,5,실적·계약,[기재정정]회사합병결정(종속회사의주요경영사항),2026-08-31,2026-08-31
004960,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
010140,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
100090,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
010780,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
480370,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
007610,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-31,2026-08-31
