종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
6838,6838.T,다마가와홀딩스,Tamagawa Holdings Co Ltd,도쿄,JPY,1551.0,4.44,14242367700.0,353400.0,0.0,전자 장비 및 부품,True,일본,2025.0,10.31,,,4153980000.0,35818000000.0,5587970000.0,48182000000.0,,,36.0,0.97,0.94,1.73,,,74970000.0,646000000.0,626670000.0,5403000000.0,,,-215250000.0,-1856000000.0,278900000.0,2405000000.0,,,-443350000.0,-3823000000.0,268650000.0,2316000000.0,0.43,0.42,,-4.89,2.54,4.99
6291,6291.T,일본에어테크,Airtech Japan Ltd,도쿄,JPY,1348.0,0.3,14205790160.0,20000.0,0.0,환경 서비스 및 장비,True,일본,2025.0,12.31,13517770000.0,116557000000.0,13646650000.0,117668000000.0,14151100000.0,122018000000.0,12.17,15.66,12.29,0.94,0.81,0.94,1308850000.0,11286000000.0,896310000.0,7728000000.0,1428450000.0,12317000000.0,1098230000.0,9470000000.0,707210000.0,6098000000.0,1163950000.0,10036000000.0,1137380000.0,9807000000.0,731840000.0,6310000000.0,1131480000.0,9756000000.0,3.76,5.46,5.97,3.7,5.89,8.23
6955,6955.T,FDK,FDK Corp,도쿄,JPY,411.0,0.49,14194420122.0,53900.0,0.0,전기 부품 및 장비,True,일본,2026.0,3.31,63171000000.0,544692000000.0,62676000000.0,540424000000.0,59561000000.0,513565000000.0,19.14,72.5,12.7,0.95,0.8,0.76,3699000000.0,31895000000.0,2973000000.0,25635000000.000004,3980000000.0,34318000000.0,1394000000.0,12020000000.0,568000000.0,4898000000.0,1667000000.0,14374000000.0,536000000.0,4622000000.0,120000000.0,1035000000.0,745000000.0,6423999999.999999,,,1.12,0.25,1.61,2.8
9221,9221.T,후루하시 EPO,Fuluhashi EPO Corp,도쿄,JPY,1205.0,0.92,14194418000.0,76100.0,2.68,환경 서비스 및 장비,True,일본,2026.0,3.31,9383580000.0,80910000000.0,8753630000.0,75478000000.0,10007980000.0,86294000000.0,13.47,18.48,15.67,2.53,2.36,2.19,1762480000.0,15197000000.0,1588720000.0,13699000000.0,1929660000.0,16638000000.0,1152770000.0,9940000000.0,1039690000.0,8965000000.0,1174770000.0,10129000000.0,1033230000.0,8909000000.0,263260000.0,2270000000.0,890700000.0,7680000000.0,2.38,2.68,8.8,2.33,6.84,11.74
7875,7875.T,타케다 iP 홀딩스,Takeda iP Holdings Co Ltd,도쿄,JPY,808.0,0.62,14190096000.0,12400.0,2.93,상업 인쇄 서비스,True,일본,2026.0,3.31,34198000000.0,294872000000.0,31669000000.0,273066000000.0,34479000000.0,297295000000.0,7.78,10.6,12.05,0.62,0.47,0.68,2294000000.0,19780000000.0,1633000000.0,14081000000.0,2311000000.0,19927000000.0,1375000000.0,11856000000.0,820000000.0,7070000000.0,1302000000.0,11226000000.0,1248000000.0,10761000000.0,851000000.0,7338000000.0,1114000000.0,9605000000.0,3.01,2.47,3.98,2.79,3.38,3.78
4346,4346.T,넥시즈,NEXYZ.Group Corp,도쿄,JPY,1053.0,4.57,14185215720.0,187300.0,0.0,전기 부품 및 장비,True,일본,2025.0,9.3,24497000000.0,211225000000.0,21953000000.0,189290000000.0,28433000000.0,245164000000.0,17.1,13.46,19.42,4.18,6.0,3.06,1312000000.0,11313000000.0,887000000.0,7648000000.0,1944000000.0,16762000000.0,1189000000.0,10252000000.0,766000000.0,6605000000.0,1820000000.0,15693000000.0,611000000.0,5268000000.0,748000000.0,6450000000.0,922000000.0,7950000000.0,2.44,2.58,5.55,7.23,6.08,6.4
6149,6149.T,오다와라엔지니어링,Odawara Engineering Co Ltd,도쿄,JPY,2218.0,-0.4,14179088448.0,9800.0,0.0,산업용 기계 및 장비,True,일본,2025.0,12.31,13175680000.0,113607000000.0,14703350000.0,126780000000.0,18238270000.0,157259000000.0,14.9,6.23,5.77,0.76,0.6,0.71,1589030000.0,13701000000.0,2414960000.0,20823000000.0,3518570000.0,30339000000.0,1162080000.0,10020000000.0,2010070000.0,17332000000.0,3050660000.0,26304000000.000004,865130000.0,7459999999.999999,1529040000.0,13184000000.0,2315350000.0,19964000000.0,2.28,0.91,3.17,6.03,8.78,16.73
5284,5284.T,야마우 홀딩스,Yamau Holdings Co Ltd,도쿄,JPY,2248.0,0.04,14175888000.0,3800.0,4.98,건설 자재,True,일본,2026.0,3.31,22837610000.0,196917000000.0,19745230000.0,170253000000.0,21243860000.0,183175000000.0,5.19,5.93,5.98,1.05,1.02,1.0,4436330000.0,38252000000.0,3368730000.0,29047000000.000004,4392280000.0,37872000000.0,3565810000.0,30746000000.0,2582430000.0,22267000000.0,3544040000.0,30558000000.0,2408420000.0,20767000000.0,1737060000.0,14978000000.0,2212590000.0,19078000000.0,5.6,4.89,10.25,7.69,9.57,16.68
3277,3277.T,산세이 란딕,Sansei Landic Co Ltd,도쿄,JPY,824.0,2.36,14147915200.0,18300.0,4.66,"부동산 임대, 개발 및 운영",True,일본,2025.0,12.31,25620400000.0,220912000000.0,23269000000.0,200637000000.0,23348880000.0,201326000000.0,10.6,6.63,10.18,0.88,0.69,0.97,1961540000.0,16913000000.0,2236050000.0,19280000000.0,2357450000.0,20327000000.0,1882800000.0,16234000000.0,2155320000.0,18584000000.0,2247810000.0,19382000000.0,1050720000.0,9060000000.0,1182940000.0,10200000000.0,1294940000.0,11166000000.0,3.08,4.56,3.28,3.95,3.51,9.63
5942,5942.T,닛폰필콘,Nippon Filcon Co Ltd,도쿄,JPY,637.0,0.0,14120513407.0,29500.0,4.4,산업용 기계 및 장비,True,일본,2025.0,11.3,28639100000.0,246941000000.0,27986320000.0,241312000000.0,27842140000.0,240069000000.0,10.72,8.34,31.92,0.48,0.45,0.56,2677740000.0,23089000000.0,2244710000.0,19355000000.0,2628110000.0,22661000000.0,924940000.0,7975000000.0,631720000.0,5447000000.0,668030000.0,5760000000.0,622690000.0,5369000000.0,1270400000.0,10954000000.0,-726150000.0,-6261000000.0,5.22,6.25,1.65,3.15,-1.55,2.4
194A,194A.T,울브스 핸드,WOLVES HAND Co Ltd,도쿄,JPY,1767.0,-0.67,14090058000.0,72400.0,0.0,의료 시설 및 서비스,True,일본,2026.0,6.3,5463820000.0,47112000000.0,4990640000.0,43032000000.0,5463820000.0,47112000000.0,21.11,11.96,19.39,5.78,3.84,5.31,1259670000.0,10862000000.0,1150240000.0,9918000000.0,1259670000.0,10862000000.0,909460000.0,7842000000.0,827470000.0,7134999999.999999,909460000.0,7842000000.0,593020000.0,5113000000.0,558410000.0,4815000000.0,593020000.0,5113000000.0,,,10.02,9.94,10.02,16.65
9612,9612.T,럭랜드,Luckland Co Ltd,도쿄,JPY,1216.0,0.58,14047840000.0,65800.0,3.31,건설 및 엔지니어링,True,일본,2025.0,12.31,47659000000.0,410940000000.0,45116750000.0,389019000000.0,56574000000.0,487809000000.0,52.38,30.95,4.71,2.01,1.89,1.08,816000000.0,7036000000.0,1008340000.0,8694000000.0,4566000000.0,39370000000.0,233000000.0,2009000000.0,460420000.0,3970000000.000001,4033000000.0,34775000000.0,-479000000.0,-4130000000.0,252220000.0,2175000000.0,2081000000.0,17943000000.0,,,-1.8,0.87,7.7,7.13
3657,3657.T,폴 투 윈 홀딩스,Pole To Win Holdings Inc,도쿄,JPY,368.0,0.82,14041408000.0,77600.0,4.38,IT 서비스 및 컨설팅,True,일본,2026.0,1.31,52225790000.0,450317000000.0,46980140000.0,405086000000.0,48837730000.0,421103000000.0,,,,0.86,1.15,1.51,2133540000.0,18396000000.0,1573270000.0,13566000000.0,1056580000.0,9110000000.0,786510000.0,6781999999.999999,404480000.0,3488000000.0000005,-238520000.0,-2057000000.0,-692470000.0,-5971000000.0,-1967790000.0,-16966999999.999998,-3479630000.0,-30003000000.0,5.28,5.48,-2.61,-7.6,-13.72,-0.49
2904,2904.T,이치마사카마보코,Ichimasa Kamaboko Co Ltd,도쿄,JPY,755.0,0.0,14035450000.0,1100.0,1.85,식품 가공,True,일본,2026.0,6.3,34579070000.0,298158000000.0,34487410000.0,297368000000.0,35542410000.0,306464000000.0,19.0,14.12,33.54,0.93,0.94,0.92,2738320000.0,23611000000.0,2887680000.0,24899000000.0,2519860000.0,21727000000.0,891110000.0,7684000000.0,1260460000.0,10868000000.0,611900000.0,5276000000.0,746870000.0,6440000000.000001,957480000.0,8256000000.0,326220000.0,2813000000.0,1.59,1.62,2.37,3.09,0.98,1.72
7082,7082.T,지모티,Jimoty  Inc.,도쿄,JPY,1406.0,-0.07,14018981356.0,4200.0,0.0,온라인 서비스,True,일본,2025.0,12.31,1774020000.0,15296000000.0,1751580000.0,15103000000.0,1932040000.0,16659000000.0,18.52,16.1,29.03,6.52,6.92,8.11,571250000.0,4926000000.0,508900000.0,4388000000.0,577190000.0,4977000000.0,559690000.0,4826000000.0,508900000.0,4388000000.0,549590000.0,4739000000.0,471600000.0,4066000000.0,433450000.0,3737000000.0,472230000.0,4072000000.0,,,29.35,28.54,22.64,28.45
3131,3131.T,신덴하이텍스,Shinden Hightex Corp,도쿄,JPY,6630.0,9.77,13990626000.0,50900.0,3.89,반도체,True,일본,2026.0,3.31,43745220000.0,377193000000.0,43745220000.0,377193000000.0,42812010000.0,369147000000.0,9.18,7.42,33.16,0.78,0.63,1.51,1417150000.0,12219000000.0,1417150000.0,12219000000.0,1078970000.0,9303000000.0,1400720000.0,12078000000.0,1400720000.0,12078000000.0,1066370000.0,9195000000.0,642780000.0,5542000000.0,642780000.0,5542000000.0,351960000.0,3035000000.0,4.09,5.06,3.65,3.65,1.82,2.49
7565,7565.T,만세전기,Mansei Corp,도쿄,JPY,8550.0,0.12,13989510000.0,300.0,1.87,전기 부품 및 장비,True,일본,2026.0,3.31,24422860000.0,210586000000.0,24422860000.0,210586000000.0,26992820000.0,232746000000.0,13.85,9.66,12.15,0.83,0.58,1.03,1304350000.0,11247000000.0,1304350000.0,11247000000.0,1725010000.0,14874000000.0,1134580000.0,9783000000.0,1134580000.0,9783000000.0,1572230000.0,13557000000.0,873060000.0,7528000000.0,873060000.0,7528000000.0,1114380000.0,9609000000.0,2.33,3.11,3.94,3.94,4.96,5.82
8152,8152.T,소마르,Somar Corp,도쿄,JPY,7140.0,0.0,13985360760.0,900.0,1.4,상품 화학,True,일본,2026.0,3.31,30363510000.0,261809000000.0,26649900000.0,229789000000.0,31200220000.0,269024000000.0,4.04,6.9,8.46,0.52,0.69,0.64,3022650000.0,26063000000.0,2237420000.0,19292000000.0,3155880000.0,27212000000.0,2570300000.0,22162000000.0,1797260000.0,15497000000.0,2604430000.0,22457000000.0,2586600000.0,22303000000.0,1371060000.0,11822000000.0,1488480000.0,12834000000.0,1.83,1.14,8.95,5.42,4.5,8.35
2816,2816.T,다이쇼(DAISHO),Daisho Co Ltd,도쿄,JPY,1417.0,0.07,13984089600.0,1200.0,1.41,식품 가공,True,일본,2026.0,3.31,26241000000.0,226263000000.0,26241000000.0,226263000000.0,27489000000.0,237024000000.0,27.23,27.27,30.17,1.38,1.38,1.36,1302000000.0,11226000000.0,1302000000.0,11226000000.0,1661000000.0,14322000000.0,656000000.0,5656000000.0,656000000.0,5656000000.0,680000000.0,5863000000.0,458000000.0,3949000000.0,458000000.0,3949000000.0,455000000.0,3923000000.0,1.28,1.28,2.62,2.62,2.32,2.47
1981,1981.T,교와닛세이,Kyowanissei Co Ltd,도쿄,JPY,1352.0,0.9,13982654400.0,700.0,4.48,건설 및 엔지니어링,True,일본,2026.0,3.31,37416620000.0,322625000000.0,37416620000.0,322625000000.0,,,12.49,12.97,11.37,0.73,0.75,0.69,1756760000.0,15147999999.999998,1756760000.0,15147999999.999998,,,1483250000.0,12789000000.0,1483250000.0,12789000000.0,,,1133680000.0,9775000000.0,1133680000.0,9775000000.0,,,3.85,3.11,3.98,3.98,,
8562,8562.T,후쿠시마은행,Fukushima Bank Ltd,도쿄,JPY,400.0,1.27,13960000000.0,335600.0,1.27,은행,True,일본,2026.0,3.31,8015000000.0,69109000000.0,7542000000.0,65030999999.99999,9620000000.0,82948000000.0,,6.92,18.28,0.52,0.24,0.55,-564000000.0,-4863000000.0,1741000000.0,15012000000.0,1391000000.0,11994000000.0,-1157000000.0,-9976000000.0,1203000000.0,10373000000.0,812000000.0,7001000000.000001,-1252000000.0,-10795000000.0,866000000.0,7467000000.0,736000000.0,6346000000.0,1.39,2.33,-0.15,0.1,0.09,8.44
7212,7212.T,에프테크,F-Tech Inc,도쿄,JPY,746.0,-0.13,13959334024.0,31200.0,2.68,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,300831000000.0,2593915000000.0,298759000000.0,2576049000000.0,291866000000.0,2516615000000.0,,5.83,3.0,0.27,0.17,0.24,20396000000.0,175865000000.0,18262000000.0,157464000000.0,21194000000.0,182745000000.0,5481000000.0,47260000000.0,3708000000.0,31972000000.000004,8405000000.0,72472000000.0,-6925000000.0,-59711000000.0,1683000000.0,14512000000.0,4726000000.0,40750000000.0,2.65,3.92,-5.17,0.88,2.82,2.88
9713,9713.T,로얄 호텔,Royal Hotel Ltd,도쿄,JPY,912.0,0.0,13956672528.0,1800.0,0.66,"호텔, 모텔 및 크루즈 라인",True,일본,2026.0,3.31,25164000000.0,216977000000.0,20668000000.0,178210000000.0,,,27.8,17.44,13.82,0.9,1.03,0.79,1293000000.0,11149000000.0,800000000.0,6898000000.0,,,912000000.0,7864000000.0,557000000.0,4803000000.0,,,1737000000.0,14977000000.000002,844000000.0,7277000000.0,,,0.67,0.55,5.25,2.83,,
9145,9145.T,빙 홀딩스,Being Holdings Co Ltd,도쿄,JPY,579.0,2.48,13953900000.0,12000.0,2.65,지상 화물 및 물류,True,일본,2025.0,12.31,30190000000.0,260313000000.0,26322000000.0,226961000000.0,33515000000.0,288983000000.0,15.34,12.6,10.18,2.98,2.38,1.77,2952000000.0,25454000000.0,2463000000.0,21237000000.0,3062000000.0,26402000000.0,2243000000.0,19340000000.0,1796000000.0,15486000000.000002,2304000000.0,19866000000.0,1374000000.0,11847000000.0,1123000000.0,9683000000.0,1402000000.0,12089000000.0,1.77,1.44,8.67,7.92,8.21,6.87
604A,604A.T,비에이블,beABLE Co Ltd,도쿄,JPY,1308.0,8.73,13951912800.0,3207200.0,0.0,건설 및 엔지니어링,True,일본,2025.0,7.31,,,,,8984170000.0,77466000000.0,,,16.72,,,1.53,,,,,912700000.0,7870000000.0,,,,,671300000.0,5788000000.0,,,,,475640000.0,4101000000.0,,,,,5.14,7.47
5892,5892.T,유토리,Yutori Inc,도쿄,JPY,2553.0,1.39,13932997500.0,61200.0,0.0,의류 및 액세서리 소매,True,일본,2026.0,3.31,8306110000.000001,71619000000.0,4320170000.0,37251000000.0,14234680000.0,122739000000.00002,22.45,34.57,25.08,8.85,15.45,5.79,901370000.0,7772000000.0,469540000.0,4049000000.0,1492820000.0,12872000000.0,671480000.0,5790000000.0,383800000.0,3309000000.0000005,1084080000.0,9347000000.0,314810000.0,2714000000.0,225030000.0,1940000000.0,310310000.0,2676000000.0,,,10.01,13.87,6.56,7.62
8202,8202.T,라옥스 홀딩스,Laox Holdings Co Ltd,도쿄,JPY,149.0,0.68,13906930347.0,43000.0,0.0,기타 전문 소매,True,일본,2025.0,12.31,61517000000.0,530430000000.0,61517000000.0,530430000000.0,57535000000.0,496096000000.0,39.28,46.05,,0.58,0.68,0.59,1000000000.0,8623000000.0,1000000000.0,8623000000.0,925000000.0,7976000000.000001,142000000.0,1224000000.0,142000000.0,1224000000.0,69000000.0,595000000.0,670000000.0,5777000000.0,670000000.0,5777000000.0,-98000000.0,-844999999.9999999,1.38,,1.49,1.49,-0.23,0.12
6769,6769.T,자인일렉트로닉스,Thine Electronics Inc,도쿄,JPY,1126.0,-2.0,13894952600.0,105700.0,0.0,반도체,True,일본,2025.0,12.31,4614120000.0,39785000000.0,5018750000.0,43274000000.0,4639400000.0,40003000000.0,30.15,171.93,,0.92,1.07,1.44,125450000.0,1082000000.0,173710000.0,1498000000.0,-268320000.0,-2314000000.0,28020000.0,242000000.0,-40440000.0,-349000000.0,-342840000.0,-2956000000.0,339790000.0,2930000000.0,-69800000.0,-602000000.0,-334330000.0,-2883000000.0,1.84,1.6,3.55,-0.42,-3.38,-7.39
6488,6488.T,요시타케,Yoshitake Inc,도쿄,JPY,1040.0,-0.19,13859444560.0,2900.0,3.45,산업용 기계 및 장비,True,일본,2026.0,3.31,9843320000.0,84874000000.0,8952790000.0,77195000000.0,10343560000.0,89187000000.0,9.57,7.42,8.13,0.71,0.55,0.73,1789800000.0,15433000000.000002,1466560000.0,12645000000.0,1978040000.0,17056000000.0,1068870000.0,9216000000.0,874790000.0,7543000000.000001,1320420000.0,11385000000.0,932980000.0,8045000000.0,1133780000.0,9776000000.0,1478340000.0,12747000000.0,2.88,3.99,4.73,6.31,7.14,12.77
1430,1430.T,퍼스트코퍼레이션,First-corporation Inc.,도쿄,JPY,1035.0,0.29,13831263900.0,3900.0,4.94,주택 건설,True,일본,2026.0,5.31,43194310000.0,372443000000.0,28485090000.0,245613000000.0,36417480000.0,314010000000.0,6.97,10.71,6.71,1.2,1.23,1.13,2591600000.0,22346000000.0,1471990000.0,12692000000.0,2909850000.0,25090000000.0,2579580000.0,22242000000.0,1453680000.0,12534000000.0,2896010000.0,24971000000.0,1669540000.0,14396000000.0,944920000.0,8148000000.0,1882460000.0,16232000000.0,4.29,3.55,6.87,4.18,6.59,7.95
3934,3934.T,베네핏 재팬,Benefit Japan Co Ltd,도쿄,JPY,2278.0,0.4,13781781544.0,1100.0,4.28,통합 통신 서비스,True,일본,2026.0,3.31,12745110000.0,109895000000.0,13066000000.0,112661999999.99998,18393960000.0,158602000000.0,14.5,9.49,12.84,1.6,1.05,1.55,1377180000.0,11875000000.0,1074870000.0,9268000000.0,1655690000.0,14276000000.0,1220500000.0,10524000000.0,887260000.0,7650000000.0,1482000000.0,12779000000.0,830900000.0,7164000000.0,734900000.0,6337000000.0,995210000.0,8581000000.0,3.94,1.54,7.21,6.87,7.6,8.06
6904,6904.T,하라다공업,Harada Industry Co Ltd,도쿄,JPY,631.0,0.0,13729298000.0,129700.0,1.58,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,44817180000.0,386436000000.0,44817180000.0,386436000000.0,42192310000.0,363803000000.0,56.0,53.82,14.78,0.73,0.7,0.86,3079900000.0,26556000000.0,3079900000.0,26556000000.0,3636080000.0,31352000000.0,1729420000.0,14912000000.0,1729420000.0,14912000000.0,2398050000.0,20677000000.0,166220000.0,1433000000.0,166220000.0,1433000000.0,433730000.0,3740000000.0,1.62,1.69,0.43,0.43,1.16,5.68
3551,3551.T,다이닉,Dynic Corp,도쿄,JPY,1613.0,0.31,13718156911.0,10800.0,2.86,종이 제품,True,일본,2026.0,3.31,44072960000.0,380019000000.0,42101240000.0,363018000000.0,44227160000.0,381349000000.0,5.4,6.45,5.69,0.32,0.26,0.44,3609260000.0,31121000000.0,2806420000.0,24198000000.0,3710800000.0,31996000000.0,2136250000.0,18420000000.0,1237810000.0,10673000000.0,2304340000.0,19869000000.0,1315460000.0,11343000000.0,847540000.0,7308000000.0,2493350000.0,21499000000.0,2.94,3.35,2.13,1.37,4.05,5.21
3441,3441.T,산노,Sanno Co Ltd,도쿄,JPY,2741.0,2.93,13705000000.0,26700.0,0.0,산업용 기계 및 장비,True,일본,2025.0,7.31,8802120000.0,75896000000.0,9563480000.0,82461000000.0,10830370000.0,93385000000.0,15.57,20.77,16.04,0.78,0.64,1.77,695180000.0,5994000000.0,716310000.0,6176000000.0,1248840000.0,10768000000.0,232990000.0,2009000000.0,205650000.0,1773000000.0,796220000.0,6865000000.000001,312750000.0,2697000000.0,154060000.0,1328000000.0,765690000.0,6602000000.0,0.9,1.21,2.64,1.33,6.15,7.35
4382,4382.T,히어로즈,HEROZ Inc,도쿄,JPY,768.0,2.26,13662192384.0,70200.0,0.0,소프트웨어,True,일본,2026.0,4.3,5929800000.0,51130000000.0,5929800000.0,51130000000.0,,,280.73,417.77,37.12,2.63,3.91,2.31,723270000.0,6236000000.0,723270000.0,6236000000.0,,,306430000.0,2642000000.0,306430000.0,2642000000.0,,,-177710000.0,-1532000000.0,-177710000.0,-1532000000.0,,,,,0.32,0.32,,
4013,4013.T,킨지로,Kinjiro Co Ltd,도쿄,JPY,655.0,1.24,13650200000.0,22000.0,0.0,소프트웨어,True,일본,2025.0,12.31,4376650000.0,37738000000.0,3923340000.0,33829000000.000004,5370470000.0,46307000000.0,36.16,23.05,13.08,1.86,0.95,1.29,1597270000.0,13772000000.0,1208440000.0,10420000000.0,2427320000.0,20930000000.0,729860000.0,6293000000.0,572160000.0,4933000000.0,1521380000.0,13118000000.0,461850000.0,3982000000.0,370070000.0,3191000000.0,1013080000.0,8735000000.0,0.96,1.94,3.61,2.91,7.63,28.33
7819,7819.T,쇼비도,Shobido Corp,도쿄,JPY,1015.0,1.2,13611150000.0,21300.0,3.29,개인 생활 필수 용품,True,일본,2025.0,9.3,20919560000.0,180379000000.0,20443770000.0,176276000000.0,22122190000.0,190749000000.0,14.2,11.22,13.74,1.73,1.02,1.8,1242660000.0,10715000000.0,1090880000.0,9406000000.0,1722170000.0,14849000000.0,1010060000.0,8709000000.0,869320000.0,7495999999.999999,1469490000.0,12671000000.0,773970000.0,6673999999.999999,475440000.0,4099000000.0,977910000.0,8431999999.999999,2.72,4.58,5.23,3.22,6.67,6.64
7775,7775.T,다이켄메디컬,Daiken Medical Co Ltd,도쿄,JPY,427.0,0.23,13595680000.0,7500.0,4.69,"의료 장비, 물품 및 유통",True,일본,2026.0,3.31,9951700000.0,85809000000.0,9750170000.0,84071000000.0,10290980000.0,88734000000.0,11.69,13.75,13.07,1.71,1.95,1.58,1814670000.0,15647000000.0,1656920000.0,14287000000.0,1535660000.0,13241000000.0,1512070000.0,13038000000.0,1442640000.0,12439000000.0,1277620000.0,11016000000.0,1097620000.0,9464000000.0,988600000.0,8523999999.999999,922640000.0,7955000000.0,5.15,4.4,9.89,8.98,8.18,12.41
378A,378A.T,히트,Hit Co Ltd,도쿄,JPY,951.0,0.63,13573813200.0,54400.0,2.22,광고 및 마케팅,True,일본,2026.0,6.3,4419390000.0,38106000000.0,4122330000.0,35545000000.0,5159320000.0,44486000000.0,14.36,14.54,14.53,3.89,5.31,2.5,1650590000.0,14232000000.0,1641810000.0,14157000000.0,1738510000.0,14990000000.0,1387040000.0,11960000000.0,1397140000.0,12047000000.0,1433560000.0,12361000000.0,905100000.0,7804000000.000001,935620000.0,8067000000.0,984170000.0,8486000000.0,,,14.18,16.67,13.17,27.79
7561,7561.T,헉슬리 홀딩스,HURXLEY HOLDINGS CORPORATION,도쿄,JPY,712.0,0.28,13563645568.0,19100.0,4.23,레스토랑 및 바,True,일본,2026.0,3.31,45175000000.0,389521000000.0,46761000000.0,403197000000.0,52427000000.0,452052000000.00006,7.27,6.69,6.08,0.48,0.54,0.51,3538000000.0,30506000000.0,3764000000.0,32455000000.0,5168000000.0,44561000000.0,1931000000.0,16650000000.0,2436000000.0,21004000000.0,3057000000.0,26359000000.0,1204000000.0,10381000000.0,1601000000.0,13805000000.000002,1483000000.0,12787000000.0,4.2,3.99,1.74,2.61,2.09,5.83
6393,6393.T,유켄공업,Yuken Kogyo Co Ltd,도쿄,JPY,3005.0,-0.33,13554581380.0,2000.0,4.98,산업용 기계 및 장비,True,일본,2026.0,3.31,33496200000.0,288821000000.0,29511520000.0,254463000000.0,32864780000.0,283377000000.0,8.99,9.95,10.42,0.48,0.42,0.46,3274350000.0,28233000000.0,2580760000.0,22253000000.0,3115130000.0,26860000000.000004,1920830000.0,16562000000.0,1378860000.0,11889000000.0,1728570000.0,14905000000.000002,1249120000.0,10770000000.0,785620000.0,6773999999.999999,1044160000.0,9003000000.0,6.97,4.38,3.38,2.3,2.66,5.26
3109,3109.T,시키보,Shikibo Ltd,도쿄,JPY,1058.0,-0.56,13553857082.0,29800.0,4.7,직물 및 가죽제품,True,일본,2026.0,3.31,39087000000.0,337028000000.0,38681000000.0,333527000000.0,44554000000.0,384167000000.0,13.43,14.04,17.2,0.38,0.34,0.38,3367000000.0,29032000000.0,3270000000.0,28196000000.0,3530000000.0,30437000000.0,1346000000.0,11606000000.0,1428000000.0,12313000000.0,1211000000.0,10442000000.0,914000000.0,7881000000.0,800000000.0,6898000000.0,950000000.0,8191000000.0,4.68,7.57,1.08,0.97,1.06,2.72
5079,5079.T,노박,Novac Co Ltd,도쿄,JPY,2603.0,-0.23,13542888400.0,8400.0,4.6,건설 및 엔지니어링,True,일본,2026.0,4.3,27511920000.0,237222000000.0,34431030000.0,296882000000.0,27511920000.0,237222000000.0,22.58,46.88,11.41,0.71,0.76,0.73,917910000.0,7915000000.000001,870660000.0,7506999999.999999,917910000.0,7915000000.000001,859970000.0,7415000000.000001,810600000.0,6989000000.0,859970000.0,7415000000.000001,573390000.0,4944000000.0,287400000.0,2478000000.0,573390000.0,4944000000.0,4.79,4.41,2.07,1.0,2.07,3.13
4299,4299.T,하이막스,Himacs Ltd,도쿄,JPY,1231.0,0.74,13541000000.0,5000.0,4.17,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,18066000000.0,155774000000.0,17357000000.0,149661000000.0,18216000000.0,157067000000.0,10.57,12.05,11.97,1.16,1.3,1.17,1825000000.0,15736000000.000002,1757000000.0,15150000000.0,1584000000.0,13658000000.000002,1807000000.0,15581000000.0,1719000000.0,14822000000.0,1562000000.0,13468000000.0,1293000000.0,11149000000.0,1184000000.0,10209000000.0,1141000000.0,9838000000.0,3.9,3.58,9.22,8.94,8.16,8.57
7792,7792.T,코랜 토트,Colan Totte Co Ltd,도쿄,JPY,1485.0,0.27,13532656500.0,5800.0,0.0,의류 및 액세서리,True,일본,2025.0,9.3,5944680000.0,51258000000.00001,5406540000.0,46618000000.0,6917910000.0,59650000000.0,13.1,13.5,10.3,3.27,2.63,2.62,1584550000.0,13663000000.0,1102880000.0,9510000000.0,1881660000.0,16225000000.0,1500890000.0,12941000000.0,1017120000.0,8770000000.0,1810080000.0,15607000000.0,1024430000.0,8833000000.0,645020000.0,5562000000.0,1328220000.0,11453000000.0,2.02,2.1,19.87,14.36,21.87,26.17
8045,8045.T,요코하마환어,Yokohama Maruuo Co Ltd,도쿄,JPY,2050.0,-0.24,13530000000.0,1900.0,1.65,어업 및 농업,True,일본,2026.0,3.31,39841890000.0,343537000000.0,38614170000.0,332951000000.0,40643630000.0,350450000000.0,20.08,13.62,20.41,0.59,0.39,0.58,534610000.0,4610000000.0,481000000.0,4147000000.0,627050000.0,5407000000.0,354730000.0,3059000000.0,277080000.0,2389000000.0,462400000.0,3987000000.0,508220000.0,4382000000.0,409460000.0,3531000000.0,612310000.0,5280000000.0,1.86,2.7,2.2,2.06,2.33,1.14
